Class,Field,Type,Description Rating,Has Example?
Excel.DocumentTaskCollection,context,Property,Good,false
Excel.DocumentTaskCollection,items,Property,Fine,false
Excel.DocumentTaskCollection,getCount(),Method,Good,false
Excel.DocumentTaskCollection,getItem(key),Method,Good,false
Excel.DocumentTaskCollection,getItemAt(index),Method,Good,false
Excel.DocumentTaskCollection,getItemOrNullObject(key),Method,Good,false
Excel.DocumentTaskCollection,load(options),Method,Good,false
Excel.DocumentTaskCollection,load(propertyNames),Method,Good,false
Excel.DocumentTaskCollection,load(propertyNamesAndPaths),Method,Good,false
Excel.DocumentTaskCollection,toJSON(),Method,Good,false
Excel.DocumentTaskSchedule,N/A,Class,Good,false
Excel.DocumentTaskSchedule,dueDateTime,Property,Good,false
Excel.DocumentTaskSchedule,startDateTime,Property,Good,false
Excel.DoubleCellValue,N/A,Class,Good,false
Excel.DoubleCellValue,basicType,Property,Good,false
Excel.DoubleCellValue,basicValue,Property,Good,false
Excel.DoubleCellValue,type,Property,Good,false
Excel.DynamicFilterCriteria,N/A,Class,Fine,false
Excel.DynamicFilterCriteria,aboveAverage,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodApril,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodAugust,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodDecember,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodFebruray,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodJanuary,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodJuly,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodJune,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodMarch,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodMay,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodNovember,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodOctober,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodQuarter1,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodQuarter2,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodQuarter3,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodQuarter4,EnumField,Fine,false
Excel.DynamicFilterCriteria,allDatesInPeriodSeptember,EnumField,Fine,false
Excel.DynamicFilterCriteria,belowAverage,EnumField,Fine,false
Excel.DynamicFilterCriteria,lastMonth,EnumField,Fine,false
Excel.DynamicFilterCriteria,lastQuarter,EnumField,Fine,false
Excel.DynamicFilterCriteria,lastWeek,EnumField,Fine,false
Excel.DynamicFilterCriteria,lastYear,EnumField,Fine,false
Excel.DynamicFilterCriteria,nextMonth,EnumField,Fine,false
Excel.DynamicFilterCriteria,nextQuarter,EnumField,Fine,false
Excel.DynamicFilterCriteria,nextWeek,EnumField,Fine,false
Excel.DynamicFilterCriteria,nextYear,EnumField,Fine,false
Excel.DynamicFilterCriteria,thisMonth,EnumField,Fine,false
Excel.DynamicFilterCriteria,thisQuarter,EnumField,Fine,false
Excel.DynamicFilterCriteria,thisWeek,EnumField,Fine,false
Excel.DynamicFilterCriteria,thisYear,EnumField,Fine,false
Excel.DynamicFilterCriteria,today,EnumField,Fine,false
Excel.DynamicFilterCriteria,tomorrow,EnumField,Fine,false
Excel.DynamicFilterCriteria,unknown,EnumField,Fine,false
Excel.DynamicFilterCriteria,yearToDate,EnumField,Fine,false
Excel.DynamicFilterCriteria,yesterday,EnumField,Fine,false
Excel.EmptyCellValue,N/A,Class,Good,false
Excel.EmptyCellValue,basicType,Property,Good,false
Excel.EmptyCellValue,basicValue,Property,Good,false
Excel.EmptyCellValue,type,Property,Good,false
Excel.EntityCardLayout,N/A,Class,Good,false
Excel.EntityCardLayout,layout,Property,Good,false
Excel.EntityCellValue,N/A,Class,Good,false
Excel.EntityCellValue,basicType,Property,Good,false
Excel.EntityCellValue,basicValue,Property,Good,false
Excel.EntityCellValue,layouts,Property,Good,false
Excel.EntityCellValue,properties,Property,Good,false
Excel.EntityCellValue,provider,Property,Good,false
Excel.EntityCellValue,referencedValues,Property,Good,false
Excel.EntityCellValue,text,Property,Good,false
Excel.EntityCellValue,type,Property,Good,false
Excel.EntityPropertyExtraProperties,N/A,Class,Good,false
Excel.EntityPropertyExtraProperties,propertyMetadata,Property,Good,false
Excel.EntityPropertyType,N/A,Class,Good,false
Excel.EntityViewLayouts,N/A,Class,Good,false
Excel.EntityViewLayouts,card,Property,Good,false
Excel.ErrorCellValue,N/A,Class,Good,true
Excel.ErrorCellValueType,N/A,Class,Good,true
Excel.ErrorCellValueType,blocked,EnumField,Fine,false
Excel.ErrorCellValueType,busy,EnumField,Fine,false
Excel.ErrorCellValueType,calc,EnumField,Fine,false
Excel.ErrorCellValueType,connect,EnumField,Fine,false
Excel.ErrorCellValueType,div0,EnumField,Fine,false
Excel.ErrorCellValueType,field,EnumField,Fine,false
Excel.ErrorCellValueType,gettingData,EnumField,Fine,false
Excel.ErrorCellValueType,name,EnumField,Fine,false
Excel.ErrorCellValueType,notAvailable,EnumField,Fine,false
Excel.ErrorCellValueType,null,EnumField,Fine,false
Excel.ErrorCellValueType,num,EnumField,Fine,false
Excel.ErrorCellValueType,placeholder,EnumField,Fine,false
Excel.ErrorCellValueType,ref,EnumField,Fine,false
Excel.ErrorCellValueType,spill,EnumField,Fine,false
Excel.ErrorCellValueType,value,EnumField,Fine,false
Excel.ErrorCodes,N/A,Class,Missing,false
Excel.ErrorCodes,accessDenied,EnumField,Missing,false
Excel.ErrorCodes,apiNotFound,EnumField,Missing,false
Excel.ErrorCodes,conflict,EnumField,Missing,false
Excel.ErrorCodes,emptyChartSeries,EnumField,Missing,false
Excel.ErrorCodes,filteredRangeConflict,EnumField,Missing,false
Excel.ErrorCodes,formulaLengthExceedsLimit,EnumField,Missing,false
Excel.ErrorCodes,generalException,EnumField,Missing,false
Excel.ErrorCodes,inactiveWorkbook,EnumField,Missing,false
Excel.ErrorCodes,insertDeleteConflict,EnumField,Missing,false
Excel.ErrorCodes,invalidArgument,EnumField,Missing,false
Excel.ErrorCodes,invalidBinding,EnumField,Missing,false
Excel.ErrorCodes,invalidOperation,EnumField,Missing,false
Excel.ErrorCodes,invalidOperationInCellEditMode,EnumField,Missing,false
Excel.ErrorCodes,invalidReference,EnumField,Missing,false
Excel.ErrorCodes,invalidSelection,EnumField,Missing,false
Excel.ErrorCodes,itemAlreadyExists,EnumField,Missing,false
Excel.ErrorCodes,itemNotFound,EnumField,Missing,false
Excel.ErrorCodes,mergedRangeConflict,EnumField,Missing,false
Excel.ErrorCodes,nonBlankCellOffSheet,EnumField,Missing,false
Excel.ErrorCodes,notImplemented,EnumField,Missing,false
Excel.ErrorCodes,openWorkbookLinksBlocked,EnumField,Missing,false
Excel.ErrorCodes,operationCellsExceedLimit,EnumField,Missing,false
Excel.ErrorCodes,pivotTableRangeConflict,EnumField,Missing,false
Excel.ErrorCodes,rangeExceedsLimit,EnumField,Missing,false
Excel.ErrorCodes,refreshWorkbookLinksBlocked,EnumField,Missing,false
Excel.ErrorCodes,requestAborted,EnumField,Missing,false
Excel.ErrorCodes,responsePayloadSizeLimitExceeded,EnumField,Missing,false
Excel.ErrorCodes,unsupportedFeature,EnumField,Missing,false
Excel.ErrorCodes,unsupportedOperation,EnumField,Missing,false
Excel.ErrorCodes,unsupportedSheet,EnumField,Missing,false
Excel.EventSource,N/A,Class,Fine,false
Excel.EventSource,local,EnumField,Fine,false
Excel.EventSource,remote,EnumField,Fine,false
Excel.EventTriggerSource,N/A,Class,Fine,false
Excel.EventTriggerSource,thisLocalAddin,EnumField,Fine,false
Excel.EventTriggerSource,unknown,EnumField,Fine,false
Excel.EventType,N/A,Class,Fine,false
Excel.EventType,agaveVisualUpdate,EnumField,Fine,false
Excel.EventType,chartActivated,EnumField,Fine,false
Excel.EventType,chartAdded,EnumField,Fine,false
Excel.EventType,chartDeactivated,EnumField,Fine,false
Excel.EventType,chartDeleted,EnumField,Fine,false
Excel.EventType,commentAdded,EnumField,Fine,false
Excel.EventType,commentChanged,EnumField,Fine,false
Excel.EventType,commentDeleted,EnumField,Fine,false
Excel.EventType,linkedDataTypeLinkedDataTypeAdded,EnumField,Fine,false
Excel.EventType,linkedDataTypeRefreshModeChanged,EnumField,Fine,false
Excel.EventType,linkedDataTypeRefreshRequestCompleted,EnumField,Fine,false
Excel.EventType,linkedWorkbookRefreshCompleted,EnumField,Fine,false
Excel.EventType,linkedWorkbookWorkbookLinksChanged,EnumField,Fine,false
Excel.EventType,ribbonCommandExecuted,EnumField,Fine,false
Excel.EventType,shapeActivated,EnumField,Fine,false
Excel.EventType,shapeDeactivated,EnumField,Fine,false
Excel.EventType,tableAdded,EnumField,Fine,false
Excel.EventType,tableChanged,EnumField,Fine,false
Excel.EventType,tableDeleted,EnumField,Fine,false
Excel.EventType,tableFiltered,EnumField,Fine,false
Excel.EventType,tableSelectionChanged,EnumField,Fine,false
Excel.EventType,visualChange,EnumField,Fine,false
Excel.EventType,visualSelectionChanged,EnumField,Fine,false
Excel.EventType,workbookActivated,EnumField,Fine,false
Excel.EventType,workbookAutoSaveSettingChanged,EnumField,Fine,false
Excel.EventType,workbookNavigationObjectChanged,EnumField,Fine,false
Excel.EventType,worksheetActivated,EnumField,Fine,false
Excel.EventType,worksheetAdded,EnumField,Fine,false
Excel.EventType,worksheetCalculated,EnumField,Fine,false
Excel.EventType,worksheetChanged,EnumField,Fine,false
Excel.EventType,worksheetColumnSorted,EnumField,Fine,false
Excel.EventType,worksheetDeactivated,EnumField,Fine,false
Excel.EventType,worksheetDeleted,EnumField,Fine,false
Excel.EventType,worksheetFiltered,EnumField,Fine,false
Excel.EventType,worksheetFormatChanged,EnumField,Fine,false
Excel.EventType,worksheetFormulaChanged,EnumField,Fine,false
Excel.EventType,worksheetMoved,EnumField,Fine,false
Excel.EventType,worksheetNameChanged,EnumField,Fine,false
Excel.EventType,worksheetProtectionChanged,EnumField,Fine,false
Excel.EventType,worksheetRowHeightChanged,EnumField,Fine,false
Excel.EventType,worksheetRowHiddenChanged,EnumField,Fine,false
Excel.EventType,worksheetRowSorted,EnumField,Fine,false
Excel.EventType,worksheetSelectionChanged,EnumField,Fine,false
Excel.EventType,worksheetSingleClicked,EnumField,Fine,false
Excel.EventType,worksheetVisibilityChanged,EnumField,Fine,false
Excel.FieldErrorCellValue,N/A,Class,Good,false
Excel.FieldErrorCellValue,basicType,Property,Good,false
Excel.FieldErrorCellValue,basicValue,Property,Good,false
Excel.FieldErrorCellValue,errorSubType,Property,Good,false
Excel.FieldErrorCellValue,errorType,Property,Good,false
Excel.FieldErrorCellValue,type,Property,Good,false
Excel.FieldErrorCellValueSubType,N/A,Class,Good,false
Excel.FieldErrorCellValueSubType,dataProviderError,EnumField,Good,false
Excel.FieldErrorCellValueSubType,unknown,EnumField,Good,false
Excel.FieldErrorCellValueSubType,webImageMissingFilePart,EnumField,Good,false
Excel.FillPattern,N/A,Class,Fine,false
Excel.FillPattern,checker,EnumField,Fine,false
Excel.FillPattern,crissCross,EnumField,Fine,false
Excel.FillPattern,down,EnumField,Fine,false
Excel.FillPattern,gray16,EnumField,Fine,false
Excel.FillPattern,gray25,EnumField,Fine,false
Excel.FillPattern,gray50,EnumField,Fine,false
Excel.FillPattern,gray75,EnumField,Fine,false
Excel.FillPattern,gray8,EnumField,Fine,false
Excel.FillPattern,grid,EnumField,Fine,false
Excel.FillPattern,horizontal,EnumField,Fine,false
Excel.FillPattern,lightDown,EnumField,Fine,false
Excel.FillPattern,lightHorizontal,EnumField,Fine,false
Excel.FillPattern,lightUp,EnumField,Fine,false
Excel.FillPattern,lightVertical,EnumField,Fine,false
Excel.FillPattern,linearGradient,EnumField,Fine,false
Excel.FillPattern,none,EnumField,Fine,false
Excel.FillPattern,rectangularGradient,EnumField,Fine,false
Excel.FillPattern,semiGray75,EnumField,Fine,false
Excel.FillPattern,solid,EnumField,Fine,false
Excel.FillPattern,up,EnumField,Fine,false
Excel.FillPattern,vertical,EnumField,Fine,false
Excel.Filter,N/A,Class,Good,false
Excel.Filter,context,Property,Good,false
Excel.Filter,criteria,Property,Good,false
Excel.Filter,apply(criteria),Method,Good,false
Excel.Filter,applyBottomItemsFilter(count),Method,Good,false
Excel.Filter,applyBottomPercentFilter(percent),Method,Good,false
Excel.Filter,applyCellColorFilter(color),Method,Good,false
Excel.Filter,applyCustomFilter(criteria1,Method,Good,false
Excel.Filter,applyDynamicFilter(criteria),Method,Good,false
Excel.Filter,applyDynamicFilter(criteriaString),Method,Good,false
Excel.Filter,applyFontColorFilter(color),Method,Good,false
Excel.Filter,applyIconFilter(icon),Method,Good,false
Excel.Filter,applyTopItemsFilter(count),Method,Good,false
Excel.Filter,applyTopPercentFilter(percent),Method,Good,false
Excel.Filter,applyValuesFilter(values),Method,Good,false
Excel.Filter,clear(),Method,Good,false
Excel.Filter,load(options),Method,Good,false
Excel.Filter,load(propertyNames),Method,Good,false
Excel.Filter,load(propertyNamesAndPaths),Method,Good,false
Excel.Filter,toJSON(),Method,Good,false
Excel.FilterCriteria,N/A,Class,Good,false
Excel.FilterCriteria,color,Property,Good,false
Excel.FilterCriteria,criterion1,Property,Good,false
Excel.FilterCriteria,criterion2,Property,Good,false
Excel.FilterCriteria,dynamicCriteria,Property,Good,false
Excel.FilterCriteria,filterOn,Property,Good,false
Excel.FilterCriteria,icon,Property,Good,false
Excel.FilterCriteria,operator,Property,Good,false
Excel.FilterCriteria,subField,Property,Good,false
Excel.FilterCriteria,values,Property,Good,false
Excel.FilterDatetime,N/A,Class,Good,false
Excel.FilterDatetime,date,Property,Good,false
Excel.FilterDatetime,specificity,Property,Good,false
Excel.FilterDatetimeSpecificity,N/A,Class,Fine,false
Excel.FilterDatetimeSpecificity,day,EnumField,Fine,false
Excel.FilterDatetimeSpecificity,hour,EnumField,Fine,false
Excel.FilterDatetimeSpecificity,minute,EnumField,Fine,false
Excel.FilterDatetimeSpecificity,month,EnumField,Fine,false
Excel.FilterDatetimeSpecificity,second,EnumField,Fine,false
Excel.FilterDatetimeSpecificity,year,EnumField,Fine,false
Excel.FilterOn,N/A,Class,Fine,true
Excel.FilterOn,bottomItems,EnumField,Fine,false
Excel.FilterOn,bottomPercent,EnumField,Fine,false
Excel.FilterOn,cellColor,EnumField,Fine,false
Excel.FilterOn,custom,EnumField,Fine,false
Excel.FilterOn,dynamic,EnumField,Fine,false
Excel.FilterOn,fontColor,EnumField,Fine,false
Excel.FilterOn,icon,EnumField,Fine,false
Excel.FilterOn,topItems,EnumField,Fine,false
Excel.FilterOn,topPercent,EnumField,Fine,false
Excel.FilterOn,values,EnumField,Fine,false
Excel.FilterOperator,N/A,Class,Fine,false
Excel.FilterOperator,and,EnumField,Fine,false
Excel.FilterOperator,or,EnumField,Fine,false
Excel.FilterPivotHierarchy,N/A,Class,Good,false
Excel.FilterPivotHierarchy,context,Property,Good,false
Excel.FilterPivotHierarchy,enableMultipleFilterItems,Property,Good,false
Excel.FilterPivotHierarchy,fields,Property,Good,false
Excel.FilterPivotHierarchy,id,Property,Good,false
Excel.FilterPivotHierarchy,name,Property,Good,false
Excel.FilterPivotHierarchy,position,Property,Good,false
Excel.FilterPivotHierarchy,load(options),Method,Good,false
Excel.FilterPivotHierarchy,load(propertyNames),Method,Good,false
Excel.FilterPivotHierarchy,load(propertyNamesAndPaths),Method,Good,false
Excel.FilterPivotHierarchy,set(properties,Method,Good,false
Excel.FilterPivotHierarchy,set(properties),Method,Fine,false
Excel.FilterPivotHierarchy,setToDefault(),Method,Good,false
Excel.FilterPivotHierarchy,toJSON(),Method,Good,false
Excel.FilterPivotHierarchyCollection,N/A,Class,Good,false
Excel.FilterPivotHierarchyCollection,context,Property,Good,false
Excel.FilterPivotHierarchyCollection,items,Property,Fine,false
Excel.FilterPivotHierarchyCollection,add(pivotHierarchy),Method,Good,false
Excel.FilterPivotHierarchyCollection,getCount(),Method,Good,false
Excel.FilterPivotHierarchyCollection,getItem(name),Method,Good,false
Excel.FilterPivotHierarchyCollection,getItemOrNullObject(name),Method,Good,false
Excel.FilterPivotHierarchyCollection,load(options),Method,Good,false
Excel.FilterPivotHierarchyCollection,load(propertyNames),Method,Good,false
Excel.FilterPivotHierarchyCollection,load(propertyNamesAndPaths),Method,Good,false
Excel.FilterPivotHierarchyCollection,remove(filterPivotHierarchy),Method,Good,false
Excel.FilterPivotHierarchyCollection,toJSON(),Method,Good,false
Excel.FiveArrowsGraySet,N/A,Class,Fine,false
Excel.FiveArrowsGraySet,grayDownArrow,Property,Missing,false
Excel.FiveArrowsGraySet,grayDownInclineArrow,Property,Missing,false
Excel.FiveArrowsGraySet,graySideArrow,Property,Missing,false
Excel.FiveArrowsGraySet,grayUpArrow,Property,Missing,false
Excel.FiveArrowsGraySet,grayUpInclineArrow,Property,Missing,false
Excel.FiveArrowsSet,N/A,Class,Fine,false
Excel.FiveArrowsSet,greenUpArrow,Property,Missing,false
Excel.FiveArrowsSet,redDownArrow,Property,Missing,false
Excel.FiveArrowsSet,yellowDownInclineArrow,Property,Missing,false
Excel.FiveArrowsSet,yellowSideArrow,Property,Missing,false
Excel.FiveArrowsSet,yellowUpInclineArrow,Property,Missing,false
Excel.FiveBoxesSet,N/A,Class,Fine,false
Excel.FiveBoxesSet,fourFilledBoxes,Property,Missing,false
Excel.FiveBoxesSet,noFilledBoxes,Property,Missing,false
Excel.FiveBoxesSet,oneFilledBox,Property,Missing,false
Excel.FiveBoxesSet,threeFilledBoxes,Property,Missing,false
Excel.FiveBoxesSet,twoFilledBoxes,Property,Missing,false
Excel.FiveQuartersSet,N/A,Class,Fine,false
Excel.FiveQuartersSet,blackCircle,Property,Missing,false
Excel.FiveQuartersSet,circleWithOneWhiteQuarter,Property,Missing,false
Excel.FiveQuartersSet,circleWithThreeWhiteQuarters,Property,Missing,false
Excel.FiveQuartersSet,circleWithTwoWhiteQuarters,Property,Missing,false
Excel.FiveQuartersSet,whiteCircleAllWhiteQuarters,Property,Missing,false
Excel.FiveRatingSet,N/A,Class,Fine,false
Excel.FiveRatingSet,fourBars,Property,Missing,false
Excel.FiveRatingSet,noBars,Property,Missing,false
Excel.FiveRatingSet,oneBar,Property,Missing,false
Excel.FiveRatingSet,threeBars,Property,Missing,false
Excel.FiveRatingSet,twoBars,Property,Missing,false
Excel.FormatProtection,N/A,Class,Good,false
Excel.FormatProtection,context,Property,Good,false
Excel.FormatProtection,formulaHidden,Property,Good,false
Excel.FormatProtection,locked,Property,Good,false
Excel.FormatProtection,load(options),Method,Good,false
Excel.FormatProtection,load(propertyNames),Method,Good,false
Excel.FormatProtection,load(propertyNamesAndPaths),Method,Good,false
Excel.FormatProtection,set(properties,Method,Good,false
Excel.FormatProtection,set(properties),Method,Fine,false
Excel.FormatProtection,toJSON(),Method,Good,false
Excel.FormattedNumberCellValue,N/A,Class,Good,false
Excel.FormattedNumberCellValue,basicType,Property,Good,false
Excel.FormattedNumberCellValue,basicValue,Property,Good,false
Excel.FormattedNumberCellValue,numberFormat,Property,Good,false
Excel.FormattedNumberCellValue,type,Property,Good,false
Excel.FormulaChangedEventDetail,N/A,Class,Good,false
Excel.FormulaChangedEventDetail,cellAddress,Property,Good,false
Excel.FormulaChangedEventDetail,previousFormula,Property,Good,false
Excel.FourArrowsGraySet,N/A,Class,Fine,false
Excel.FourArrowsGraySet,grayDownArrow,Property,Missing,false
Excel.FourArrowsGraySet,grayDownInclineArrow,Property,Missing,false
Excel.FourArrowsGraySet,grayUpArrow,Property,Missing,false
Excel.FourArrowsGraySet,grayUpInclineArrow,Property,Missing,false
Excel.FourArrowsSet,N/A,Class,Fine,false
Excel.FourArrowsSet,greenUpArrow,Property,Missing,false
Excel.FourArrowsSet,redDownArrow,Property,Missing,false
Excel.FourArrowsSet,yellowDownInclineArrow,Property,Missing,false
Excel.FourArrowsSet,yellowUpInclineArrow,Property,Missing,false
Excel.FourRatingSet,N/A,Class,Fine,false
Excel.FourRatingSet,fourBars,Property,Missing,false
Excel.FourRatingSet,oneBar,Property,Missing,false
Excel.FourRatingSet,threeBars,Property,Missing,false
Excel.FourRatingSet,twoBars,Property,Missing,false
Excel.FourRedToBlackSet,N/A,Class,Fine,false
Excel.FourRedToBlackSet,blackCircle,Property,Missing,false
Excel.FourRedToBlackSet,grayCircle,Property,Missing,false
Excel.FourRedToBlackSet,pinkCircle,Property,Missing,false
Excel.FourRedToBlackSet,redCircle,Property,Missing,false
Excel.FourTrafficLightsSet,N/A,Class,Fine,false
Excel.FourTrafficLightsSet,blackCircleWithBorder,Property,Missing,false
Excel.FourTrafficLightsSet,greenCircle,Property,Missing,false
Excel.FourTrafficLightsSet,redCircleWithBorder,Property,Missing,false
Excel.FourTrafficLightsSet,yellowCircle,Property,Missing,false
Excel.FunctionResult,N/A,Class,Fine,false
Excel.FunctionResult,context,Property,Good,false
Excel.FunctionResult,error,Property,Good,false
Excel.FunctionResult,value,Property,Good,false
Excel.FunctionResult,load(options),Method,Good,false
Excel.FunctionResult,load(propertyNames),Method,Good,false
Excel.FunctionResult,load(propertyNamesAndPaths),Method,Good,false
Excel.FunctionResult,toJSON(),Method,Good,false
Excel.Functions,N/A,Class,Good,false
Excel.Functions,context,Property,Good,false
Excel.Functions,abs(number),Method,Good,false
Excel.Functions,accrInt(issue,Method,Good,false
Excel.Functions,accrIntM(issue,Method,Good,false
Excel.Functions,acos(number),Method,Good,false
Excel.Functions,acosh(number),Method,Good,false
Excel.Functions,acot(number),Method,Good,false
Excel.Functions,acoth(number),Method,Good,false
Excel.Functions,amorDegrc(cost,Method,Good,false
Excel.Functions,amorLinc(cost,Method,Good,false
Excel.Functions,and(values),Method,Good,false
Excel.Functions,arabic(text),Method,Good,false
Excel.Functions,areas(reference),Method,Good,false
Excel.Functions,asc(text),Method,Good,false
Excel.Functions,asin(number),Method,Good,false
Excel.Functions,asinh(number),Method,Good,false
Excel.Functions,atan(number),Method,Good,false
Excel.Functions,atan2(xNum,Method,Good,false
Excel.Functions,atanh(number),Method,Good,false
Excel.Functions,aveDev(values),Method,Good,false
Excel.Functions,average(values),Method,Good,false
Excel.Functions,averageA(values),Method,Good,false
Excel.Functions,averageIf(range,Method,Good,false
Excel.Functions,averageIfs(averageRange,Method,Good,false
Excel.Functions,bahtText(number),Method,Good,false
Excel.Functions,base(number,Method,Good,false
Excel.Functions,besselI(x,Method,Good,false
Excel.Functions,besselJ(x,Method,Good,false
Excel.Functions,besselK(x,Method,Good,false
Excel.Functions,besselY(x,Method,Good,false
Excel.Functions,beta_Dist(x,Method,Good,false
Excel.Functions,beta_Inv(probability,Method,Good,false
Excel.Functions,bin2Dec(number),Method,Good,false
Excel.Functions,bin2Hex(number,Method,Good,false
Excel.Functions,bin2Oct(number,Method,Good,false
Excel.Functions,binom_Dist_Range(trials,Method,Good,false
Excel.Functions,binom_Dist(numberS,Method,Good,false
Excel.Functions,binom_Inv(trials,Method,Good,false
Excel.Functions,bitand(number1,Method,Good,false
Excel.Functions,bitlshift(number,Method,Good,false
Excel.Functions,bitor(number1,Method,Good,false
Excel.Functions,bitrshift(number,Method,Good,false
Excel.Functions,bitxor(number1,Method,Good,false
Excel.Functions,ceiling_Math(number,Method,Good,false
Excel.Functions,ceiling_Precise(number,Method,Good,false
Excel.Functions,char(number),Method,Good,false
Excel.Functions,chiSq_Dist_RT(x,Method,Good,false
Excel.Functions,chiSq_Dist(x,Method,Good,false
Excel.Functions,chiSq_Inv_RT(probability,Method,Good,false
Excel.Functions,chiSq_Inv(probability,Method,Good,false
Excel.Functions,choose(indexNum,Method,Good,false
Excel.Functions,clean(text),Method,Good,false
Excel.Functions,code(text),Method,Good,false
Excel.Functions,columns(array),Method,Good,false
Excel.Functions,combin(number,Method,Good,false
Excel.Functions,combina(number,Method,Good,false
Excel.Functions,complex(realNum,Method,Good,false
Excel.Functions,concatenate(values),Method,Good,false
Excel.Functions,confidence_Norm(alpha,Method,Good,false
Excel.Functions,confidence_T(alpha,Method,Good,false
Excel.Functions,convert(number,Method,Good,false
Excel.Functions,cos(number),Method,Good,false
Excel.Functions,cosh(number),Method,Good,false
Excel.Functions,cot(number),Method,Good,false
Excel.Functions,coth(number),Method,Good,false
Excel.Functions,count(values),Method,Good,false
Excel.Functions,countA(values),Method,Good,false
Excel.Functions,countBlank(range),Method,Good,false
Excel.Functions,countIf(range,Method,Good,false
Excel.Functions,countIfs(values),Method,Good,false
Excel.Functions,coupDayBs(settlement,Method,Good,false
Excel.Functions,coupDays(settlement,Method,Good,false
Excel.Functions,coupDaysNc(settlement,Method,Good,false
Excel.Functions,coupNcd(settlement,Method,Good,false
Excel.Functions,coupNum(settlement,Method,Good,false
Excel.Functions,coupPcd(settlement,Method,Good,false
Excel.Functions,csc(number),Method,Good,false
Excel.Functions,csch(number),Method,Good,false
Excel.Functions,cumIPmt(rate,Method,Good,false
Excel.Functions,cumPrinc(rate,Method,Good,false
Excel.Functions,date(year,Method,Good,false
Excel.Functions,datevalue(dateText),Method,Good,false
Excel.Functions,daverage(database,Method,Good,false
Excel.Functions,day(serialNumber),Method,Good,false
Excel.Functions,days(endDate,Method,Good,false
Excel.Functions,days360(startDate,Method,Good,false
Excel.Functions,db(cost,Method,Good,false
Excel.Functions,dbcs(text),Method,Good,false
Excel.Functions,dcount(database,Method,Good,false
Excel.Functions,dcountA(database,Method,Good,false
Excel.Functions,ddb(cost,Method,Good,false
Excel.Functions,dec2Bin(number,Method,Good,false
Excel.Functions,dec2Hex(number,Method,Good,false
Excel.Functions,dec2Oct(number,Method,Good,false
Excel.Functions,decimal(number,Method,Good,false
Excel.Functions,degrees(angle),Method,Good,false
Excel.Functions,delta(number1,Method,Good,false
Excel.Functions,devSq(values),Method,Good,false
Excel.Functions,dget(database,Method,Good,false
Excel.Functions,disc(settlement,Method,Good,false
Excel.Functions,dmax(database,Method,Good,false
Excel.Functions,dmin(database,Method,Good,false
Excel.Functions,dollar(number,Method,Good,false
Excel.Functions,dollarDe(fractionalDollar,Method,Good,false
Excel.Functions,dollarFr(decimalDollar,Method,Good,false
Excel.Functions,dproduct(database,Method,Good,false
Excel.Functions,dstDev(database,Method,Good,false
Excel.Functions,dstDevP(database,Method,Good,false
Excel.Functions,dsum(database,Method,Good,false
Excel.Functions,duration(settlement,Method,Good,false
Excel.Functions,dvar(database,Method,Good,false
Excel.Functions,dvarP(database,Method,Good,false
Excel.Functions,ecma_Ceiling(number,Method,Good,false
Excel.Functions,edate(startDate,Method,Good,false
Excel.Functions,effect(nominalRate,Method,Good,false
Excel.Functions,eoMonth(startDate,Method,Good,false
Excel.Functions,erf_Precise(X),Method,Good,false
Excel.Functions,erf(lowerLimit,Method,Good,false
Excel.Functions,erfC_Precise(X),Method,Good,false
Excel.Functions,erfC(x),Method,Good,false
Excel.Functions,error_Type(errorVal),Method,Good,false
Excel.Functions,even(number),Method,Good,false
Excel.Functions,exact(text1,Method,Good,false
Excel.Functions,exp(number),Method,Good,false
Excel.Functions,expon_Dist(x,Method,Good,false
Excel.Functions,f_Dist_RT(x,Method,Good,false
Excel.Functions,f_Dist(x,Method,Good,false
Excel.Functions,f_Inv_RT(probability,Method,Good,false
Excel.Functions,f_Inv(probability,Method,Good,false
Excel.Functions,fact(number),Method,Good,false
Excel.Functions,factDouble(number),Method,Good,false
Excel.Functions,false(),Method,Good,false
Excel.Functions,find(findText,Method,Good,false
Excel.Functions,findB(findText,Method,Good,false
Excel.Functions,fisher(x),Method,Good,false
Excel.Functions,fisherInv(y),Method,Good,false
Excel.Functions,fixed(number,Method,Good,false
Excel.Functions,floor_Math(number,Method,Good,false
